hgnc_id	GeneSymbol	gene	length	CDS_length	TSSD	pLI	LOEUF	ABC_count	ABC_length_per_type	Roadmap_count	Roadmap_length_per_type	promoter_count	connect_decile	connect_quantile	connectedness	PPI_degree_decile	PPI_degree_quantile	PPI_degree_cat	TF	hs	HI
HGNC:15248	ENSG00000180919	OR56B4	1.151	0.96	34	8.0533e-06	1.881	0	0	46	0.469565217391304	0	0	0	0	4	2	1	0	2.17444401276108e-05	0
HGNC:15207	ENSG00000255307	OR52B2	0.971	0.972	36	1.4968e-08	1.934	1	2.564	24	0.791666666666667	0	0	0	0	4	2	1	0	9.17360444639345e-06	0
HGNC:15239	ENSG00000175485	OR52W1	0.962	0.963	36	0.00066442	1.693	31	1.15077419354839	95	1.54105263157895	0	0	0	0	4	2	1	0	0.00150126956394511	0
HGNC:28541	ENSG00000180878	C11orf42	5.578	1.002	36	4.044e-08	1.472	42	1.10916666666667	97	1.54432989690722	1	0	0	0	1	1	1	0	0.00938132885335657	0
HGNC:25378	ENSG00000051009	FHIP1B	23.366	2.961	36	0.99023	0.293	107	0.967467289719626	99	1.52929292929293	2	9	5	1	2	1	1	0	0.18810270026086	1
HGNC:2152	ENSG00000132259	CNGA4	9.714	1.728	36	2.4213e-07	0.96	31	0.791548387096774	44	0.554545454545455	2	3	2	1	7	4	1	0	0.000875275031985467	0
HGNC:1571	ENSG00000110148	CCKBR	12.321	1.551	34	2.1404e-06	0.98	31	0.965870967741935	93	0.802150537634409	2	1	1	1	10	5	1	0	0.0171743227437764	0
HGNC:9400	ENSG00000170955	CAVIN3	1.586	0.882	33	7.9971e-05	1.807	92	0.905945652173913	78	0.882051282051282	13	8	4	1	6	3	1	0	0.000117291410778337	0
HGNC:11120	ENSG00000166311	SMPD1	4.558	1.896	33	3.8932e-10	1.085	105	1.29382857142857	31	0.270967741935484	11	6	3	1	5	3	1	0	0.00159707992237248	0
HGNC:581	ENSG00000166313	APBB1	24.289	2.133	33	0.96811	0.321	99	1.2149696969697	110	5.82363636363636	8	8	4	1	8	4	1	0	0.350969300401072	1
HGNC:5171	ENSG00000110169	HPX	11.568	1.389	33	1.3005e-11	1.128	25	1.76876	92	1.02173913043478	6	2	1	1	8	4	1	0	0.00124356972357501	0
HGNC:10064	ENSG00000110171	TRIM3	25.846	2.235	32	0.9893	0.293	103	0.923009708737864	73	0.443835616438356	2	3	2	1	6	3	1	0	0.314357958702652	1
HGNC:17160	ENSG00000132254	ARFIP2	6.796	1.125	32	0.77422	0.429	102	0.935186274509804	94	0.836170212765957	2	0	0	0	6	3	1	0	0.103470679227904	0
HGNC:4022	ENSG00000132286	TIMM10B	3.18	0.312	32	8.5093e-07	1.915	102	0.935186274509804	70	0.362857142857143	2	0	0	0	5	3	1	0	0.000116342376288285	0
HGNC:26532	ENSG00000179532	DNHD1	96.498	14.262	31	1.2016e-72	0.807	29	1.41193103448276	69	0.692753623188406	1	4	2	1	2	1	1	0	0.00249083052879383	0
HGNC:29030	ENSG00000132275	RRP8	8.544	1.371	32	1.2303e-10	1.272	129	1.09085271317829	106	1.47169811320755	3	0	0	0	7	4	1	0	0.000222158881391672	0
HGNC:6040	ENSG00000166333	ILK	7.167	1.452	32	3.7887e-05	0.714	129	1.09085271317829	76	1.16578947368421	7	10	5	1	9	5	1	0	0.0172681093438315	0
HGNC:11543	ENSG00000166337	TAF10	6.246	0.657	31	0.88076	0.432	131	0.919923664122137	49	0.575510204081633	5	4	2	1	9	5	1	0	0.132158204592495	0
HGNC:2073	ENSG00000166340	TPP1	6.68	1.692	31	6.2564e-07	0.783	127	1.24034645669291	90	1.52	2	9	5	1	5	3	1	0	0.000554546476245161	0
HGNC:13681	ENSG00000166341	DCHS1	34.479	9.897	31	0.99997	0.242	64	1.66946875	108	3.79444444444444	2	9	5	1	4	2	1	0	0.245956718414718	1
HGNC:14053	ENSG00000158042	MRPL17	2.955	0.528	30	0.028198	1.323	123	1.24543902439024	0	0	1	3	2	1	10	5	1	0	0.116758605668129	0
HGNC:15143	ENSG00000188124	OR2AG2	6.35	0.951	26	0.016296	1.576	1	0.2	55	0.476363636363636	0	0	0	0	4	2	1	0	0.0217103632512751	0
HGNC:15142	ENSG00000279486	OR2AG1	8.538	0.951	26	3.1156e-11	1.977	2	1.204	18	0.3	0	0	0	0	4	2	1	0	0.000106125947333512	0
HGNC:15301	ENSG00000184933	OR6A2	7.953	0.984	26	0.11773	1.183	1	1.538	19	0.315789473684211	0	0	0	0	4	2	1	0	0.115092077637371	0
HGNC:15131	ENSG00000166363	OR10A5	0.953	0.954	25	0.021733	1.444	0	0	5	0.6	0	0	0	0	4	2	1	0	0.0261836345011034	0
HGNC:8161	ENSG00000170790	OR10A2	11.66	0.912	25	0.0031211	1.672	2	3.5215	2	0.3	0	0	0	0	4	2	1	0	0.000186404494648371	0
HGNC:15130	ENSG00000170782	OR10A4	0.994	0.948	25	1.6786e-05	1.797	1	3.633	7	0.371428571428571	0	0	0	0	4	2	1	0	0.151476164535716	0
HGNC:8244	ENSG00000166368	OR2D2	0.926	0.927	24	4.0212e-08	1.884	2	0.839	58	0.344827586206897	0	0	0	0	4	2	1	0	0.000711141477974043	0
HGNC:15146	ENSG00000178358	OR2D3	0.992	0.993	23	0.0084071	1.304	1	0.866	23	0.243478260869565	0	0	0	0	4	2	1	0	0.0339139277020004	0
HGNC:13007	ENSG00000149054	ZNF215	74.6	1.554	23	6.1857e-16	1.348	82	1.20139024390244	69	0.466666666666667	3	0	0	0	3	2	1	1	0.000262609564816877	0
HGNC:13006	ENSG00000149050	ZNF214	23.261	1.821	20	1.1138e-17	1.499	81	1.06065432098765	69	0.576811594202899	1	1	1	1	8	4	1	1	0.000604582664112661	0
HGNC:22939	ENSG00000158077	NLRP14	51.047	3.282	20	5.7416e-36	1.525	81	1.05913580246914	69	0.695652173913043	0	0	0	0	0	0	0	0	0.000405537808561367	0
HGNC:17886	ENSG00000170748	RBMXL2	2.15	1.179	20	0.074817	0.733	0	0	26	0.946153846153846	4	0	0	0	5	3	1	0	0.237916104307883	0
HGNC:19265	ENSG00000170743	SYT9	230.265	1.476	16	0.30911	0.49	31	1.94567741935484	78	1.31538461538462	4	0	0	0	10	5	1	0	0.0778492924959819	0
HGNC:24473	ENSG00000183801	OLFML1	25.989	1.209	13	1.5857e-08	1.233	46	1.93002173913043	43	0.604651162790698	7	10	5	1	0	0	0	0	0.00893138478100801	0
HGNC:9250	ENSG00000166387	PPFIBP2	143.829	2.784	13	6.004e-34	1.217	114	1.67641228070175	111	6.33693693693694	22	2	1	1	4	2	1	0	0.00336341045630495	0
HGNC:24376	ENSG00000166394	CYB5R2	12.122	0.831	12	6.8195e-10	1.572	95	1.86844210526316	96	1.44375	11	2	1	1	7	4	1	0	0.000332235556768676	0
HGNC:29970	ENSG00000183378	OVCH2	17.356	1.698	12	2.5933e-35	1.934	1	5.119	0	0	3	0	0	0	0	0	0	0	0.000327917058807168	0
HGNC:14783	ENSG00000183303	OR5P2	0.968	0.969	12	0.0036817	1.616	1	0.966	16	0.6375	0	0	0	0	4	2	1	0	0.128766988832389	0
HGNC:14784	ENSG00000182334	OR5P3	6.022	0.936	12	0.09817	1.286	1	0.522	30	0.973333333333333	0	0	0	0	4	2	1	0	0.109311252368226	0
HGNC:15132	ENSG00000279000	OR10A6	6.676	0.945	12	6.8327e-09	1.883	1	0.975	55	2.78545454545455	0	0	0	0	4	2	1	0	0.00021976043192944	0
HGNC:8162	ENSG00000170683	OR10A3	4.537	0.945	12	3.5206e-07	1.852	3	2.61766666666667	44	3.03636363636364	0	0	0	0	4	2	1	0	0.000150824251948817	0
HGNC:21464	ENSG00000182261	NLRP10	7.91	1.968	12	1.0095e-08	1.447	18	1.91777777777778	50	3.524	3	5	3	1	1	1	1	0	0.000769435110599405	0
HGNC:3275	ENSG00000175390	EIF3F	31.611	1.08	12	0.97044	0.31	95	1.90686315789474	43	1.08372093023256	2	0	0	0	9	5	1	0	0.203518775040316	1
HGNC:12406	ENSG00000166402	TUB	86.999	1.686	10	0.0031466	0.561	10	3.3147	89	2.44719101123596	6	5	3	1	6	3	1	0	0.0128478971105396	0
HGNC:30338	ENSG00000166405	RIC3	62.999	1.11	11	2.1447e-06	1.136	51	2.29121568627451	53	0.452830188679245	1	6	3	1	5	3	1	0	0.0157613611350143	0
HGNC:6641	ENSG00000166407	LMO1	44.407	0.471	11	0.63546	0.633	90	2.64276666666667	104	2.17884615384615	5	0	0	0	6	3	1	0	0.152156135705883	0
HGNC:14568	ENSG00000130413	STK33	202.421	1.545	10	2.1656e-06	0.859	76	2.73364473684211	80	0.5875	4	0	0	0	3	2	1	0	0.00181736123437089	0
HGNC:29005	ENSG00000166436	TRIM66	70.657	4.179	10	6.9399e-12	0.682	34	3.16888235294118	60	0.36	3	0	0	0	2	1	1	0	0.00285367394495964	0
HGNC:10329	ENSG00000166441	RPL27A	31.971	0.447	10	0.91072	0.385	131	2.24531297709924	0	0	4	0	0	0	10	5	1	0	0.164494298665445	1
HGNC:11350	ENSG00000166444	DENND2B	217.6	3.414	12	0.99996	0.214	131	3.22374045801527	45	0.573333333333333	17	8	4	1	4	2	1	0	0.117194127474913	1
HGNC:1170	ENSG00000166452	AKIP1	8.945	0.633	12	1.1363e-05	1.576	131	3.22374045801527	85	1.19058823529412	4	0	0	0	4	2	1	0	0.000164901926725165	0
HGNC:1169	ENSG00000176029	C11orf16	12.93	1.404	12	4.3154e-14	1.521	29	3.52096551724138	37	0.713513513513514	1	5	3	1	1	1	1	0	0.000196184110616036	0
HGNC:740	ENSG00000176009	ASCL3	5.438	0.546	12	0.013684	1.649	6	2.47883333333333	31	0.729032258064516	0	0	0	0	3	2	1	1	NA	0
HGNC:1168	ENSG00000175348	TMEM9B	17.809	0.597	13	0.53075	0.588	131	2.46064885496183	91	0.586813186813187	4	5	3	1	3	2	1	0	0.0347471564751431	0
HGNC:1167	ENSG00000175352	NRIP3	23.473	0.726	13	2.219e-08	1.553	92	2.20142391304348	96	0.839583333333333	2	0	0	0	5	3	1	0	0.0174408123727741	0
HGNC:30425	ENSG00000175356	SCUBE2	118.638	3.087	13	3.5629e-21	0.951	32	1.9525	70	0.505714285714286	6	2	1	1	3	2	1	0	0.0016523301976088	0
HGNC:19344	ENSG00000184014	DENND5A	127.134	3.924	12	0.057546	0.376	128	2.1836640625	104	3.66346153846154	7	4	2	1	3	2	1	0	0.0390436589037491	0
HGNC:28948	ENSG00000166471	TMEM41B	33.982	0.876	12	0.28842	0.626	131	1.61467938931298	109	1.60550458715596	5	0	0	0	3	2	1	0	0.0153066763706398	0
HGNC:9852	ENSG00000205339	IPO7	63.475	3.117	12	1	0.106	131	1.82219083969466	83	0.604819277108434	6	0	0	0	10	5	1	0	0.200878080591014	1
HGNC:12928	ENSG00000166478	ZNF143	68.205	1.917	8	0.00024403	0.603	114	1.13036842105263	62	0.825806451612903	2	2	1	1	9	5	1	1	0.0268820651937976	0
HGNC:12761	ENSG00000166483	WEE1	19.787	1.941	6	0.99973	0.17	130	2.89901538461538	85	2.01647058823529	13	9	5	1	9	5	1	0	0.292342374417795	1
HGNC:17070	ENSG00000133789	SWAP70	88.916	1.758	5	0.049628	0.471	130	3.10959230769231	109	4.0256880733945	7	0	0	0	4	2	1	0	0.0338721270764212	0
HGNC:2135	ENSG00000133812	SBF2	528.101	5.646	7	6.3771e-10	0.467	130	2.29202307692308	107	1.8	6	0	0	0	9	5	1	0	0.0272050325586152	0
HGNC:259	ENSG00000148926	ADM	2.324	0.558	7	0.040831	1.162	130	2.22583076923077	89	3.08539325842697	7	8	4	1	9	5	1	0	0.0142375076355967	0
HGNC:470	ENSG00000133805	AMPD3	199.266	2.331	7	1.1323e-12	0.907	103	2.97635922330097	38	0.3	21	6	3	1	8	4	1	0	0.00219704043559836	0
HGNC:37165	ENSG00000255823	MTRNR2L8	1.292	0.075	9	NA	NA	17	3.49288235294118	108	3.77222222222222	0	0	0	0	0	0	0	0	NA	NA
HGNC:21159	ENSG00000110315	RNF141	29.557	0.693	9	9.0192e-05	1.153	130	2.9289	61	1.12786885245902	1	0	0	0	3	2	1	0	0.00643223169921411	0
HGNC:14687	ENSG00000133800	LYVE1	54.723	0.969	9	4.7185e-07	1.345	56	3.86255357142857	84	1.46904761904762	6	10	5	1	4	2	1	0	0.000313683619129349	0
HGNC:7237	ENSG00000072952	IRAG1	120.897	2.739	9	2.2619e-07	0.628	54	3.46061111111111	95	7.85263157894737	17	10	5	1	8	4	1	0	0.0200749249339997	0
HGNC:16850	ENSG00000198730	CTR9	50.379	3.522	9	1	0.135	131	2.46161832061069	7	0.285714285714286	5	7	4	1	10	5	1	0	0.247123900460483	1
HGNC:3297	ENSG00000110321	EIF4G2	11.89	2.724	6	1	0.085	121	1.39921487603306	27	0.533333333333333	17	6	3	1	7	4	1	0	0.432121833359305	1
HGNC:30803	ENSG00000236287	ZBED5	46.722	2.082	7	0.71253	0.423	120	1.6015	48	0.320833333333333	3	4	2	1	2	1	1	1	NA	0
HGNC:30488	ENSG00000110328	GALNT18	351.128	1.824	4	0.00030345	0.641	111	2.50238738738739	103	4	2	6	3	1	2	1	1	0	0.023650174528544	0
HGNC:2458	ENSG00000254598	CSNK2A3	1.308	1.176	3	2.1007e-10	1.71	4	4.342	0	0	1	0	0	0	5	3	1	0	0.000134261105863197	0
HGNC:20076	ENSG00000170242	USP47	120.464	4.128	4	1	0.13	121	2.10818181818182	90	0.715555555555556	4	2	1	1	7	4	1	0	0.176233842325187	1
HGNC:2893	ENSG00000050165	DKK3	53.562	1.095	4	4.1049e-06	1.049	49	5.1069387755102	108	5.33518518518519	18	8	4	1	3	2	1	0	0.0375420462161606	0
HGNC:24693	ENSG00000133816	MICAL2	265.136	5.874	4	2.1766e-12	0.686	122	3.96890983606557	110	15.0618181818182	15	8	4	1	5	3	1	0	0.0347999996837606	0
HGNC:14652	ENSG00000197702	PARVA	157.793	1.119	3	0.40854	0.465	96	3.18636458333333	99	9.21616161616162	2	8	4	1	6	3	1	0	0.0302854645701165	0
HGNC:11714	ENSG00000187079	TEAD1	270.316	1.281	2	0.9998	0.123	118	2.99017796610169	108	19.5407407407407	10	8	4	1	7	4	1	1	0.279830288357015	1
HGNC:33984	ENSG00000189431	RASSF10	2.803	1.524	4	NA	NA	42	2.81707142857143	0	0	2	0	0	0	5	3	1	0	NA	NA
HGNC:701	ENSG00000133794	ARNTL	110.614	1.893	4	0.99444	0.277	119	2.1956218487395	111	6.81261261261261	1	8	4	1	7	4	1	1	0.0724597264244993	1
HGNC:21445	ENSG00000148925	BTBD10	75.289	1.452	5	0.0029452	0.612	105	1.80632380952381	84	0.8	5	0	0	0	6	3	1	0	0.0271244705608741	0
HGNC:9606	ENSG00000152266	PTH	4.127	0.348	5	0.012093	1.695	4	2.07125	0	0	2	0	0	0	9	5	1	0	0.0299308616848142	0
HGNC:26222	ENSG00000197601	FAR1	63.678	1.548	4	0.98504	0.299	111	1.62958558558559	92	0.95	5	0	0	0	5	3	1	0	0.128876089568124	1
HGNC:11252	ENSG00000262655	SPON1	305.409	2.424	4	NA	NA	40	2.543125	0	0	6	0	0	0	6	3	1	0	NA	NA
HGNC:17271	ENSG00000133818	RRAS2	86.584	0.615	4	0.97463	0.264	113	1.67419469026549	92	4.41521739130435	5	0	0	0	9	5	1	0	0.168502190112427	1
HGNC:2231	ENSG00000129083	COPB1	56.587	2.862	6	0.99994	0.213	91	1.18928571428571	64	0.490625	4	4	2	1	10	5	1	0	0.00103850695643299	1
HGNC:9530	ENSG00000129084	PSMA1	138.761	0.81	7	0.98251	0.284	84	1.37444047619048	53	0.354716981132075	6	0	0	0	10	5	1	0	0.0471004037536461	1
HGNC:8779	ENSG00000152270	PDE3B	228.24	3.339	7	5.7226e-05	0.506	107	2.07821495327103	83	7.25060240963855	12	8	4	1	7	4	1	0	0.000816781890296227	0
HGNC:20580	ENSG00000186104	CYP2R1	14.791	1.506	6	3.793e-10	1.186	98	1.62963265306122	80	1.26	3	5	3	1	9	5	1	0	0.00491265006695178	0
HGNC:1438	ENSG00000175868	CALCB	177.345	0.417	6	0.097127	1.293	20	3.02215	55	0.414545454545455	2	0	0	0	9	5	1	0	0.106501204608782	0
HGNC:1437	ENSG00000110680	CALCA	5.683	0.426	6	0.015562	1.596	10	3.3061	4	0.25	3	3	2	1	10	5	1	0	0.0214975040777459	0
HGNC:33116	ENSG00000188487	INSC	134.784	1.74	5	1.706e-18	1.315	6	2.8965	91	4.14505494505495	2	7	4	1	4	2	1	0	0.000486402658537154	0
HGNC:16421	ENSG00000110693	SOX6	773.143	2.487	5	0.99984	0.215	12	4.36741666666667	20	0.48	22	5	3	1	6	3	1	1	0.0772213678195422	1
HGNC:16990	ENSG00000110696	C11orf58	145.208	0.552	3	0.1654	0.739	104	1.92726923076923	0	0	2	0	0	0	4	2	1	0	0.0672527457313776	0
HGNC:27049	ENSG00000166689	PLEKHA7	237.117	3.816	8	6.22e-09	0.531	57	3.01866666666667	105	7.58857142857143	7	5	3	1	3	2	1	0	0.0256548299304211	0
HGNC:10386	ENSG00000110700	RPS13	3.327	0.456	10	0.87646	0.423	114	2.13557894736842	0	0	2	0	0	0	10	5	1	0	0.180085829240472	0
HGNC:8971	ENSG00000011405	PIK3C2A	130.256	5.061	9	0.010126	0.359	122	2.06581147540984	10	0.32	1	0	0	0	10	5	1	0	0.020672547571604	0
HGNC:8044	ENSG00000070081	NUCB2	141.827	1.263	9	2.0028e-10	1.131	129	2.40127131782946	58	1.30344827586207	13	0	0	0	5	3	1	0	0.00171292047249137	0
HGNC:42400	ENSG00000188211	NCR3LG1	25.541	1.365	10	8.8569e-05	1.156	112	2.5271875	55	0.476363636363636	0	0	0	0	5	3	1	0	NA	0
HGNC:6257	ENSG00000187486	KCNJ11	24.159	1.173	10	0.010894	1.21	62	2.93687096774194	95	1.55789473684211	4	0	0	0	5	3	1	0	0.0398088947458935	0
HGNC:59	ENSG00000006071	ABCC8	84.396	4.812	10	7.9571e-24	0.765	9	2.93188888888889	68	1.03529411764706	3	4	2	1	5	3	1	0	0.00301874778894105	0
HGNC:12597	ENSG00000006611	USH1C	50.521	2.7	10	3.9714e-18	0.888	38	2.59226315789474	82	1.80487804878049	10	0	0	0	6	3	1	0	0.00095934191539242	0
HGNC:8516	ENSG00000188162	OTOG	99.891	8.778	11	6.6065e-37	0.749	21	2.78819047619048	55	1.17090909090909	0	0	0	0	1	1	1	0	NA	0
HGNC:7611	ENSG00000129152	MYOD1	2.565	0.963	11	0.15239	1.048	10	4.1756	80	2.3275	5	2	1	1	9	5	1	1	0.00154037581049265	0
HGNC:6233	ENSG00000129159	KCNC1	122.03	1.878	11	0.98957	0.262	7	5.05571428571429	97	2.11340206185567	5	0	0	0	5	3	1	0	0.24997625072733	1
HGNC:17499	ENSG00000129158	SERGEF	224.999	1.377	17	5.2893e-14	1.274	128	2.217265625	80	0.5575	6	2	1	1	3	2	1	0	0.000159591266037413	0
HGNC:12008	ENSG00000129167	TPH1	28.714	1.335	17	3.1872e-07	0.933	1	3.936	36	0.277777777777778	0	0	0	0	4	2	1	0	0.000198184433681808	0
HGNC:25158	ENSG00000166788	SAAL1	36.152	1.431	18	4.3242e-09	0.997	130	2.36604615384615	4	0.2	1	1	1	1	5	3	1	0	0.000424081668594858	0
HGNC:17980	ENSG00000179826	MRGPRX3	17.533	0.969	18	NA	NA	2	1.9955	18	0.755555555555556	2	0	0	0	0	0	0	0	NA	NA
HGNC:17617	ENSG00000179817	MRGPRX4	1.443	0.969	19	NA	NA	4	2.976	36	0.905555555555556	0	0	0	0	0	0	0	0	NA	NA
HGNC:10516	ENSG00000148965	SAA4	5.447	0.393	19	0.012346	1.688	15	3.2512	24	1.01666666666667	1	4	2	1	7	4	1	0	0.0938791351369393	0
HGNC:39550	ENSG00000255071	SAA2-SAA4	17.212	0.627	19	NA	NA	12	2.86825	0	0	0	0	0	0	0	0	0	0	NA	NA
HGNC:10514	ENSG00000134339	SAA2	9.445	0.369	19	2.7019e-06	1.942	12	2.86825	29	0.675862068965517	1	0	0	0	4	2	1	0	0.000506902974890777	0
HGNC:10513	ENSG00000173432	SAA1	3.717	0.369	19	0.01493	1.613	18	2.44172222222222	32	0.8	8	0	0	0	10	5	1	0	0.00294588317489497	0
HGNC:17022	ENSG00000110756	HPS5	43.53	3.39	20	1.8969e-13	0.733	130	1.9681	99	2.08686868686869	4	0	0	0	5	3	1	0	0.00454878761612211	0
HGNC:4655	ENSG00000110768	GTF2H1	44.75	1.647	20	0.98982	0.291	130	1.9681	64	1.084375	4	0	0	0	10	5	1	0	0.0938330536520492	1
HGNC:6535	ENSG00000134333	LDHA	13.865	1.086	20	0.069173	0.631	130	1.51776153846154	98	1.55918367346939	7	0	0	0	9	5	1	0	0.22134359023173	0
HGNC:6544	ENSG00000166796	LDHC	39.745	0.999	20	5.2747e-07	1.329	63	2.46866666666667	38	0.294736842105263	2	0	0	0	7	4	1	0	2.3064658035837e-05	0
HGNC:28335	ENSG00000166800	LDHAL6A	23.777	0.999	21	3.7764e-10	1.642	9	2.42055555555556	25	0.504	4	0	0	0	7	4	1	0	0.000294719797421263	0
HGNC:15971	ENSG00000074319	TSG101	58.615	1.173	20	0.34407	0.481	130	1.79689230769231	32	0.2375	8	0	0	0	9	5	1	0	0.121318354184132	0
HGNC:30866	ENSG00000151116	UEVLD	59.138	1.416	20	3.7228e-07	0.918	127	2.4289842519685	75	0.626666666666667	3	0	0	0	3	2	1	0	0.000113590667075312	0
HGNC:44122	ENSG00000247595	SPTY2D1OS	21.474	0.231	20	NA	NA	24	2.61525	0	0	0	0	0	0	0	0	0	0	NA	NA
HGNC:26818	ENSG00000179119	SPTY2D1	28.388	2.058	19	0.94476	0.337	127	1.77596062992126	95	1.14105263157895	6	0	0	0	4	2	1	0	0.125452528800718	1
HGNC:26890	ENSG00000151117	TMEM86A	11.663	0.723	18	0.019183	1.031	126	2.88805555555556	99	1.07070707070707	3	9	5	1	1	1	1	0	0.0126959531167617	0
HGNC:26750	ENSG00000179057	IGSF22	21.918	3.981	19	3.9627e-41	1.306	17	3.111	86	0.597674418604651	1	1	1	1	1	1	1	0	0.00077846571458399	0
HGNC:9657	ENSG00000110786	PTPN5	64.793	1.698	16	0.0014228	0.56	13	2.99815384615385	77	0.584415584415584	14	3	2	1	7	4	1	0	0.0232803347080993	0
HGNC:17962	ENSG00000170255	MRGPRX1	5.915	0.969	13	NA	NA	23	1.99878260869565	23	0.773913043478261	2	0	0	0	2	1	1	0	NA	NA
HGNC:17983	ENSG00000183695	MRGPRX2	6.262	0.993	11	NA	NA	19	2.89436842105263	44	0.545454545454545	4	4	2	1	2	1	1	0	NA	NA
HGNC:18413	ENSG00000177054	ZDHHC13	59.323	1.869	9	1.1955e-19	1.222	128	2.46971875	88	0.936363636363636	2	7	4	1	7	4	1	0	0.00024519148277162	0
HGNC:2472	ENSG00000129170	CSRP3	28.541	0.585	7	0.00015859	1.311	2	3.042	75	2.15466666666667	1	0	0	0	7	4	1	0	0.000332970946010959	0
HGNC:24727	ENSG00000129173	E2F8	17.557	2.604	6	0.81778	0.361	126	2.62349206349206	57	0.52280701754386	5	6	3	1	3	2	1	1	0.110662921143424	0
HGNC:15997	ENSG00000166833	NAV2	770.876	7.467	5	0.99995	0.247	108	1.90501851851852	44	1.39545454545455	17	7	4	1	5	3	1	0	0.0526242379640575	1
HGNC:33185	ENSG00000109851	DBX1	4.32	1.032	3	0.060952	0.768	3	3.181	99	1.56161616161616	1	0	0	0	0	0	0	1	0.0155515778947277	0
HGNC:16637	ENSG00000109854	HTATIP2	20.097	0.831	4	5.3767e-13	1.903	117	1.89486324786325	97	1.72371134020619	4	7	4	1	5	3	1	0	0.000228480741744102	0
HGNC:30163	ENSG00000185238	PRMT3	121.78	1.596	4	4.9032e-25	1.486	116	1.52044827586207	108	1.94814814814815	4	4	2	1	5	3	1	1	0.00125741651469034	0
HGNC:11051	ENSG00000165970	SLC6A5	59.691	2.394	4	8.977e-15	0.967	25	2.88016	59	0.76271186440678	3	0	0	0	3	2	1	0	0.000802890445895907	0
HGNC:7750	ENSG00000165973	NELL1	906.135	2.517	3	8.6694e-12	0.75	5	3.6296	75	0.674666666666667	6	2	1	1	4	2	1	0	0.0261147775021084	0
HGNC:27337	ENSG00000171714	ANO5	500.908	2.742	0	2.8542e-22	0.949	75	1.55065333333333	57	0.764912280701754	7	5	3	1	1	1	1	0	0.000988656395263221	0
HGNC:16703	ENSG00000091664	SLC17A6	41.122	1.749	3	0.16199	0.469	28	2.55382142857143	67	1.31940298507463	9	0	0	0	3	2	1	0	0.0255827154315561	0
HGNC:3587	ENSG00000183161	FANCF	3.29	1.125	4	0.45886	1.525	70	1.38881428571429	33	0.684848484848485	4	0	0	0	8	4	1	0	0.0653954179876151	0
HGNC:4167	ENSG00000148935	GAS2	187.492	0.942	4	0.00080175	0.811	18	2.23672222222222	68	0.779411764705882	19	1	1	1	4	2	1	0	0.0311307167540685	0
HGNC:25238	ENSG00000198168	SVIP	16.5	0.234	4	0.00030038	1.849	91	1.12720879120879	45	0.768888888888889	3	0	0	0	4	2	1	0	0.000125631316268164	0
HGNC:44653	ENSG00000255359	CCDC179	13.552	0.207	3	0.009089	1.784	6	2.002	0	0	0	0	0	0	0	0	0	0	NA	0
HGNC:23206	ENSG00000187398	LUZP2	585.668	1.041	0	2.3478e-10	1.222	28	2.03232142857143	43	0.404651162790698	8	0	0	0	1	1	1	0	0.000549749850588619	0
HGNC:14004	ENSG00000134343	ANO3	474.447	3.129	1	1.2489e-17	0.766	57	4.16973684210526	30	1.57333333333333	9	2	1	1	2	1	1	0	0.0151753137887987	0
HGNC:14956	ENSG00000169550	MUC15	13.231	1.086	4	5.0143e-05	1.268	25	3.76	23	0.521739130434783	7	4	2	1	8	4	1	0	0.0143032144459279	0
HGNC:28750	ENSG00000148942	SLC5A12	56.407	1.857	3	8.5695e-07	0.699	12	5.43666666666667	41	2.05853658536585	7	0	0	0	7	4	1	0	0.0167640443072286	0
HGNC:33747	ENSG00000176971	FIBIN	2.975	0.636	5	0.41581	0.91	49	4.71159183673469	46	1.23478260869565	5	10	5	1	1	1	1	0	0.115114801778016	0
HGNC:964	ENSG00000129151	BBOX1	87.084	1.164	6	2.094e-12	1.477	48	3.64979166666667	52	1.11923076923077	15	4	2	1	4	2	1	0	0.00022712373946931	0
HGNC:25079	ENSG00000109881	CCDC34	32.407	1.122	5	5.013e-06	1.023	129	3.06631007751938	66	2.22424242424242	5	1	1	1	1	1	1	0	0.00340097054008672	0
HGNC:13299	ENSG00000205213	LGR4	106.829	2.856	5	0.48705	0.382	123	2.69031707317073	107	11.8971962616822	7	7	4	1	8	4	1	0	0.0124973335165062	0
HGNC:17789	ENSG00000148943	LIN7C	12.351	0.594	4	0.051327	0.8	131	2.49284732824427	106	4.70754716981132	4	0	0	0	9	5	1	0	0.0418162775816468	0
HGNC:1033	ENSG00000176697	BDNF	67.165	0.99	5	0.65626	0.52	72	4.55605555555556	95	1.35368421052632	10	8	4	1	6	3	1	0	0.260446130849572	0
HGNC:29441	ENSG00000121621	KIF18A	87.537	2.697	2	0.0014835	0.477	130	1.98713846153846	72	1.26944444444444	2	5	3	1	10	5	1	0	0.0269020546128209	0
HGNC:26606	ENSG00000169519	METTL15	418.793	1.224	2	2.7801e-10	1.331	130	1.98713846153846	69	0.814492753623188	2	0	0	0	2	1	1	0	0.00311388901918428	0
HGNC:6222	ENSG00000182255	KCNA4	7.3	1.962	2	0.98327	0.281	7	2.507	52	0.819230769230769	2	3	2	1	7	4	1	0	0.221820193599997	1
