trait	cohort	lead_variant	ensgid	gene	chromosome	start	end	tss	pops_score	pops_rank	twas_z	twas_p	twas_rank	distance_tss	distance_tss_rank	distance_genebody	distance_genebody_rank
RA	UKB	rs706778	ENSG00000196372	ASB13	10	5680830.0	5708558.0	5708558.0	0.00010820099131351504	11.0	2.317171	0.0205	4.0	390391.0	10.0	390391.0	11.0
RA	UKB	rs706778	ENSG00000108021	FAM208B	10	5726801.0	5805703.0	5726801.0	0.05263829718780063	8.0	1.49875	0.134	6.0	372148.0	9.0	293246.0	8.0
RA	UKB	rs706778	ENSG00000057608	GDI2	10	5807186.0	5884095.0	5884095.0	0.07852261831702785	6.0	1.3037860000000001	0.192	9.0	214854.0	7.0	214854.0	7.0
RA	UKB	rs706778	ENSG00000134461	ANKRD16	10	5903580.0	5931869.0	5931869.0	0.03396833601165685	10.0	1.47708	0.14	7.0	167080.0	5.0	167080.0	6.0
RA	UKB	rs706778	ENSG00000134452	FBXO18	10	5931535.0	5979556.0	5931535.0	0.04588150739592152	9.0	3.116679	0.00183	2.0	167414.0	6.0	119393.0	5.0
RA	UKB	rs706778	ENSG00000134470	IL15RA	10	5990855.0	6020150.0	6020150.0	0.3688095478620769	3.0	-0.13825	0.89	11.0	78799.0	3.0	78799.0	3.0
RA	UKB	rs706778	ENSG00000134460	IL2RA	10	6052652.0	6104288.0	6104288.0	1.0133869861503466	2.0	1.345432	0.17800000000000002	8.0	5339.0	1.0	0.0	1.0
RA	UKB	rs706778	ENSG00000134453	RBM17	10	6130950.0	6159420.0	6130950.0	0.12439491037033487	4.0	0.868885	0.385	10.0	32001.0	2.0	32001.0	2.0
RA	UKB	rs706778	ENSG00000170525	PFKFB3	10	6186881.0	6277495.0	6186881.0	0.10071584842587013	5.0	3.2690330000000003	0.00108	1.0	87932.0	4.0	87932.0	4.0
RA	UKB	rs706778	ENSG00000212743	DKFZP667F0711	10	6392278.0	6394723.0	6392278.0	0.056008778078893394	7.0	1.7198639999999998	0.0855	5.0	293329.0	8.0	293329.0	9.0
RA	UKB	rs706778	ENSG00000065675	PRKCQ	10	6469105.0	6622263.0	6622263.0	1.0461975422300973	1.0	2.8180509999999996	0.00483	3.0	523314.0	11.0	370156.0	10.0
RA	UKB	rs537544	ENSG00000123243	ITIH5	10	7601232.0	7708961.0	7708961.0	-0.18759787146298845	5.0	1.37362	0.17	5.0	399421.0	6.0	399421.0	6.0
RA	UKB	rs537544	ENSG00000151655	ITIH2	10	7745232.0	7791483.0	7745232.0	-0.14883045112955895	4.0	2.376824	0.0175	3.0	363150.0	5.0	316899.0	5.0
RA	UKB	rs537544	ENSG00000151657	KIN	10	7792925.0	7829990.0	7829990.0	0.023089237043400608	3.0	1.044071	0.29600000000000004	6.0	278392.0	4.0	278392.0	4.0
RA	UKB	rs537544	ENSG00000165629	ATP5C1	10	7830092.0	7849778.0	7830092.0	-0.21079465930770416	6.0	2.937723	0.00331	1.0	278290.0	3.0	258604.0	3.0
RA	UKB	rs537544	ENSG00000165632	TAF3	10	7860467.0	8058590.0	7860467.0	0.05909654763867839	2.0	2.018654	0.0435	4.0	247915.0	2.0	49792.0	2.0
RA	UKB	rs537544	ENSG00000107485	GATA3	10	8095567.0	8117161.0	8095567.0	0.8344246319171896	1.0	-2.903116	0.0036899999999999997	2.0	12815.0	1.0	0.0	1.0
RA	UKB	rs12764378	ENSG00000183346	C10orf107	10	63422719.0	63526524.0	63422719.0	-0.05804052537378456	3.0	2.740068	0.00614	1.0	377285.0	4.0	273480.0	3.0
RA	UKB	rs12764378	ENSG00000150347	ARID5B	10	63661059.0	63856703.0	63661059.0	0.1164089962375892	1.0				138945.0	1.0	0.0	1.0
RA	UKB	rs12764378	ENSG00000182010	RTKN2	10	63942794.0	64028466.0	64028466.0	0.03976940100149321	2.0	2.217823	0.0266	2.0	228462.0	2.0	142790.0	2.0
RA	UKB	rs12764378	ENSG00000138311	ZNF365	10	64133951.0	64431771.0	64133951.0	-0.13229520332863973	4.0	1.918679	0.055	3.0	333947.0	3.0	333947.0	4.0
RA	UKB	rs10790268	ENSG00000110344	UBE4A	11	118230300.0	118269926.0	118230300.0	0.08117695322974564	13.0	-1.450856	0.147	18.0	499091.0	35.0	459465.0	31.0
RA	UKB	rs10790268	ENSG00000167283	ATP5L	11	118271869.0	118302211.0	118271869.0	-0.10250718515984553	30.0				457522.0	29.0	427180.0	29.0
RA	UKB	rs10790268	ENSG00000118058	KMT2A	11	118307205.0	118397539.0	118307205.0	0.3727363828299217	3.0	-0.49291899999999994	0.622	24.0	422186.0	28.0	331852.0	27.0
RA	UKB	rs10790268	ENSG00000172425	TTC36	11	118398187.0	118401912.0	118398187.0	-0.14247012780328258	33.0				331204.0	25.0	327479.0	25.0
RA	UKB	rs10790268	ENSG00000149582	TMEM25	11	118401756.0	118417995.0	118401756.0	-0.06417512777511293	27.0	-0.207407	0.836	29.0	327635.0	24.0	311396.0	23.0
RA	UKB	rs10790268	ENSG00000118096	IFT46	11	118415243.0	118443685.0	118443685.0	0.010892515468457957	18.0	1.695566	0.09	15.0	285706.0	19.0	285706.0	20.0
RA	UKB	rs10790268	ENSG00000095139	ARCN1	11	118443105.0	118473748.0	118443105.0	-0.00526189255084533	21.0	0.937686	0.348	22.0	286286.0	20.0	255643.0	18.0
RA	UKB	rs10790268	ENSG00000019144	PHLDB1	11	118477155.0	118528741.0	118477155.0	-0.0048601243107734	20.0	-2.204814	0.0275	12.0	252236.0	17.0	200650.0	12.0
RA	UKB	rs10790268	ENSG00000118094	TREH	11	118528026.0	118550399.0	118550399.0	-0.10375055139672584	31.0	6.5834160000000015	4.5999999999999996e-11	2.0	178992.0	10.0	178992.0	10.0
RA	UKB	rs10790268	ENSG00000110367	DDX6	11	118620034.0	118661858.0	118661858.0	0.2574551932056059	5.0	7.439067999999999	1.01e-13	1.0	67533.0	4.0	67533.0	4.0
RA	UKB	rs10790268	ENSG00000160683	CXCR5	11	118754475.0	118768508.0	118754475.0	0.7421260693220408	1.0				25084.0	1.0	25084.0	1.0
RA	UKB	rs10790268	ENSG00000186174	BCL9L	11	118764584.0	118796317.0	118796317.0	0.11917376359999605	7.0	2.627881	0.00859	11.0	66926.0	3.0	35193.0	2.0
RA	UKB	rs10790268	ENSG00000110375	UPK2	11	118795873.0	118829269.0	118795873.0	-0.07883231159014485	29.0	-2.063659	0.0391	13.0	66482.0	2.0	66482.0	3.0
RA	UKB	rs10790268	ENSG00000176302	FOXR1	11	118842417.0	118852001.0	118842417.0	-0.07054920521854731	28.0				113026.0	5.0	113026.0	5.0
RA	UKB	rs10790268	ENSG00000186166	CCDC84	11	118868852.0	118886501.0	118868852.0	0.06043860638391749	14.0	1.202884	0.22899999999999998	19.0	139461.0	6.0	139461.0	6.0
RA	UKB	rs10790268	ENSG00000118181	RPS25	11	118886422.0	118889401.0	118889401.0	-0.025404155288467827	24.0	3.7568610000000002	0.000172	5.0	160010.0	8.0	157031.0	7.0
RA	UKB	rs10790268	ENSG00000196655	TRAPPC4	11	118889142.0	118896164.0	118889142.0	0.08642862097202163	12.0	1.468321	0.142	17.0	159751.0	7.0	159751.0	8.0
RA	UKB	rs10790268	ENSG00000137700	SLC37A4	11	118894824.0	118901616.0	118901616.0	-0.16851398219187633	35.0	2.632997	0.008459999999999999	10.0	172225.0	9.0	165433.0	9.0
RA	UKB	rs10790268	ENSG00000149428	HYOU1	11	118914900.0	118927913.0	118927913.0	0.10186277034290604	9.0				198522.0	11.0	185509.0	11.0
RA	UKB	rs10790268	ENSG00000160695	VPS11	11	118938403.0	118952688.0	118938403.0	0.0931837751498929	10.0	1.770859	0.0766	14.0	209012.0	12.0	209012.0	13.0
RA	UKB	rs10790268	ENSG00000256269	HMBS	11	118955576.0	118964259.0	118955576.0	-0.16971715708184926	36.0	0.539945	0.589	23.0	226185.0	13.0	226185.0	14.0
RA	UKB	rs10790268	ENSG00000188486	H2AFX	11	118964564.0	118966177.0	118966177.0	0.2858787533339611	4.0				236786.0	14.0	235173.0	15.0
RA	UKB	rs10790268	ENSG00000172269	DPAGT1	11	118967213.0	118979041.0	118979041.0	0.038840812511291116	15.0	0.319	0.75	27.0	249650.0	16.0	237822.0	16.0
RA	UKB	rs10790268	ENSG00000172375	C2CD2L	11	118972908.0	118989252.0	118972908.0	0.10958341341969577	8.0	3.69173	0.000223	6.0	243517.0	15.0	243517.0	17.0
RA	UKB	rs10790268	ENSG00000172273	HINFP	11	118992297.0	119006752.0	118992297.0	0.09126211246002434	11.0	3.042997	0.00234	8.0	262906.0	18.0	262906.0	19.0
RA	UKB	rs10790268	ENSG00000172350	ABCG4	11	119019722.0	119033360.0	119019722.0	0.0023330814191660732	19.0	5.364011	8.14e-08	3.0	290331.0	21.0	290331.0	21.0
RA	UKB	rs10790268	ENSG00000160703	NLRX1	11	119037277.0	119054725.0	119037277.0	-0.0625951403112578	26.0	2.934186	0.0033399999999999997	9.0	307886.0	22.0	307886.0	22.0
RA	UKB	rs10790268	ENSG00000172367	PDZD3	11	119056166.0	119060932.0	119056166.0	-0.10812286748208164	32.0	-0.076102	0.9390000000000001	30.0	326775.0	23.0	326775.0	24.0
RA	UKB	rs10790268	ENSG00000248712	CCDC153	11	119060347.0	119067479.0	119067479.0	0.17494144651104945	6.0	3.6426769999999995	0.00027	7.0	338088.0	26.0	330956.0	26.0
RA	UKB	rs10790268	ENSG00000110395	CBL	11	119076752.0	119178859.0	119076752.0	0.6304869382282556	2.0	4.697494	2.63e-06	4.0	347361.0	27.0	347361.0	28.0
RA	UKB	rs10790268	ENSG00000076706	MCAM	11	119179241.0	119192231.0	119192231.0	-0.15266048044296462	34.0	1.627708	0.10400000000000001	16.0	462840.0	30.0	449850.0	30.0
RA	UKB	rs10790268	ENSG00000173456	RNF26	11	119205237.0	119208023.0	119205237.0	0.022030112077043074	17.0	0.254585	0.799	28.0	475846.0	31.0	475846.0	32.0
RA	UKB	rs10790268	ENSG00000223953	C1QTNF5	11	119209652.0	119217383.0	119217383.0	0.031428472859986595	16.0	-1.0709819999999999	0.284	21.0	487992.0	33.0	480261.0	33.0
RA	UKB	rs10790268	ENSG00000235718	MFRP	11	119209652.0	119217383.0	119217383.0	-0.015701341969953434	23.0	0.331044	0.741	25.0	487992.0	33.0	480261.0	33.0
RA	UKB	rs10790268	ENSG00000259159	MFRP	11	119209652.0	119217368.0	119217368.0	-0.04028211943039114	25.0	0.331044	0.741	25.0	487977.0	32.0	480261.0	33.0
RA	UKB	rs10790268	ENSG00000036672	USP2	11	119225925.0	119252436.0	119252436.0	-0.006872590490257825	22.0	1.1279379999999999	0.259	20.0	523045.0	36.0	496534.0	36.0
RA	UKB	rs4936059	ENSG00000134954	ETS1	11	128328656.0	128457453.0	128457453.0	0.7297453018317979	1.0	-0.009694	0.992	7.0	45043.0	1.0	45043.0	1.0
RA	UKB	rs4936059	ENSG00000151702	FLI1	11	128556430.0	128683162.0	128556430.0	0.3544250324886559	2.0	-0.8248280000000001	0.409	6.0	53934.0	2.0	53934.0	2.0
RA	UKB	rs4936059	ENSG00000151704	KCNJ1	11	128706210.0	128737268.0	128737268.0	-0.10316347594864124	7.0	2.598573	0.00936	2.0	234772.0	3.0	203714.0	3.0
RA	UKB	rs4936059	ENSG00000120457	KCNJ5	11	128761251.0	128790930.0	128761251.0	-0.10082148795087936	6.0	2.5631	0.0104	3.0	258755.0	4.0	258755.0	4.0
RA	UKB	rs4936059	ENSG00000174370	C11orf45	11	128769460.0	128775930.0	128775930.0	0.050207391289002964	3.0	1.673288	0.0943	5.0	273434.0	5.0	266964.0	5.0
RA	UKB	rs4936059	ENSG00000120471	TP53AIP1	11	128804626.0	128813040.0	128813040.0	-0.04077810486931476	4.0	3.177483	0.00149	1.0	310544.0	6.0	302130.0	6.0
RA	UKB	rs4936059	ENSG00000134909	ARHGAP32	11	128834955.0	129149219.0	129149219.0	-0.06803340842281676	5.0	2.3066880000000003	0.0211	4.0	646723.0	7.0	332459.0	7.0
RA	UKB	rs9603608	ENSG00000183722	LHFP	13	39917029.0	40177665.0	40177665.0	-0.13254921542797898	2.0	2.3741	0.0176	2.0	141154.0	2.0	141154.0	2.0
RA	UKB	rs9603608	ENSG00000133103	COG6	13	40229764.0	40365802.0	40229764.0	-0.08965658894967482	1.0	5.2565	1.47e-07	1.0	89055.0	1.0	0.0	1.0
RA	UKB	rs8032939	ENSG00000166068	SPRED1	15	38544527.0	38649450.0	38544527.0	-0.10818927422684532	4.0				289506.0	4.0	184583.0	4.0
RA	UKB	rs8032939	ENSG00000171262	FAM98B	15	38746328.0	38779911.0	38746328.0	-0.0804215288254404	3.0	-0.36234099999999997	0.7170000000000001	2.0	87705.0	2.0	54122.0	2.0
RA	UKB	rs8032939	ENSG00000172575	RASGRP1	15	38780304.0	38857776.0	38857776.0	0.2820904377108017	1.0	5.991069	2.0800000000000003e-09	1.0	23743.0	1.0	0.0	1.0
RA	UKB	rs8032939	ENSG00000175779	C15orf53	15	38988799.0	38992239.0	38988799.0	0.03834734296904977	2.0				154766.0	3.0	154766.0	3.0
RA	UKB	rs8026898	ENSG00000138604	GLCE	15	69452923.0	69564556.0	69452923.0	-0.3070440397741565	4.0	2.442212	0.0146	1.0	538494.0	5.0	426861.0	5.0
RA	UKB	rs8026898	ENSG00000137819	PAQR5	15	69591286.0	69700119.0	69591286.0	-0.3668463518802736	5.0	1.774099	0.076	2.0	400131.0	4.0	291298.0	3.0
RA	UKB	rs8026898	ENSG00000137807	KIF23	15	69706585.0	69740764.0	69706585.0	-0.18611566107807626	3.0				284832.0	2.0	250653.0	2.0
RA	UKB	rs8026898	ENSG00000137818	RPLP1	15	69745123.0	69748255.0	69745123.0	0.014962741779435613	2.0				246294.0	1.0	243162.0	1.0
RA	UKB	rs8026898	ENSG00000140332	TLE3	15	70340129.0	70390515.0	70390515.0	0.01961627565300132	1.0				399098.0	3.0	348712.0	4.0
RA	UKB	rs13330176	ENSG00000131149	GSE1	16	85645015.0	85709810.0	85645015.0	-0.05915379691180896	4.0	1.6	0.11	3.0	374072.0	6.0	309277.0	6.0
RA	UKB	rs13330176	ENSG00000131153	GINS2	16	85709804.0	85723679.0	85723679.0	-0.041464142997841714	3.0	0.151	0.88	6.0	295408.0	5.0	295408.0	5.0
RA	UKB	rs13330176	ENSG00000154102	C16orf74	16	85723690.0	85784735.0	85784735.0	-0.07782327634059723	5.0	1.61	0.107	2.0	234352.0	4.0	234352.0	4.0
RA	UKB	rs13330176	ENSG00000131148	EMC8	16	85805364.0	85833214.0	85833214.0	-0.07891209479628136	6.0	1.58	0.113	4.0	185873.0	2.0	185873.0	3.0
RA	UKB	rs13330176	ENSG00000131143	COX4I1	16	85832239.0	85840650.0	85832239.0	0.07064064575013544	2.0	1.42	0.157	5.0	186848.0	3.0	178437.0	2.0
RA	UKB	rs13330176	ENSG00000140968	IRF8	16	85932409.0	85956215.0	85932409.0	1.2474966834412458	1.0	2.23	0.0259	1.0	86678.0	1.0	62872.0	1.0
RA	UKB	rs59716545	ENSG00000108306	FBXL20	17	37415384.0	37558776.0	37558776.0	-0.09281632993824447	21.0	4.667146	3.05e-06	5.0	473081.0	29.0	473081.0	29.0
RA	UKB	rs59716545	ENSG00000125686	MED1	17	37560538.0	37607539.0	37607539.0	0.6174743141747748	2.0	-4.345519	1.39e-05	8.0	424318.0	27.0	424318.0	27.0
RA	UKB	rs59716545	ENSG00000167258	CDK12	17	37617764.0	37721160.0	37617764.0	0.10557064741217108	8.0				414093.0	26.0	310697.0	24.0
RA	UKB	rs59716545	ENSG00000171532	NEUROD2	17	37759789.0	37766030.0	37766030.0	-0.30124609695095306	30.0				265827.0	22.0	265827.0	22.0
RA	UKB	rs59716545	ENSG00000131771	PPP1R1B	17	37782993.0	37792879.0	37782993.0	-0.21327554711598146	28.0	4.279083	1.88e-05	9.0	248864.0	20.0	238978.0	19.0
RA	UKB	rs59716545	ENSG00000131748	STARD3	17	37793318.0	37819737.0	37793318.0	0.019336931246594014	13.0	-0.300994	0.763	21.0	238539.0	18.0	212120.0	17.0
RA	UKB	rs59716545	ENSG00000173991	TCAP	17	37820440.0	37822808.0	37820440.0	-0.20511810605623265	27.0				211417.0	16.0	209049.0	16.0
RA	UKB	rs59716545	ENSG00000141744	PNMT	17	37824234.0	37826728.0	37824234.0	-0.13763228458577226	24.0	2.240985	0.025	17.0	207623.0	15.0	205129.0	15.0
RA	UKB	rs59716545	ENSG00000161395	PGAP3	17	37827375.0	37853050.0	37853050.0	-0.011297075133230632	14.0	-2.4104229999999998	0.0159	16.0	178807.0	11.0	178807.0	13.0
RA	UKB	rs59716545	ENSG00000141736	ERBB2	17	37844167.0	37886679.0	37844167.0	0.4819035025261315	3.0	-4.581119999999999	4.62e-06	6.0	187690.0	14.0	145178.0	12.0
RA	UKB	rs59716545	ENSG00000141741	MIEN1	17	37884749.0	37887040.0	37887040.0	-0.02814088564499264	15.0	-5.113335	3.17e-07	3.0	144817.0	10.0	144817.0	11.0
RA	UKB	rs59716545	ENSG00000141738	GRB7	17	37894180.0	37903544.0	37894180.0	-0.17102132040796178	26.0	3.101155	0.00193	13.0	137677.0	8.0	128313.0	8.0
RA	UKB	rs59716545	ENSG00000161405	IKZF3	17	37921198.0	38020441.0	38020441.0	0.6459692240032705	1.0				11416.0	2.0	11416.0	2.0
RA	UKB	rs59716545	ENSG00000186075	ZPBP2	17	38024417.0	38034149.0	38024417.0	0.09600694089127518	10.0	5.4251	5.79e-08	1.0	7440.0	1.0	0.0	1.0
RA	UKB	rs59716545	ENSG00000073605	GSDMB	17	38060848.0	38076107.0	38076107.0	0.11073799191716127	7.0	3.0274959999999997	0.00247	14.0	44250.0	3.0	28991.0	3.0
RA	UKB	rs59716545	ENSG00000172057	ORMDL3	17	38077294.0	38083854.0	38083854.0	-0.052625245665843035	18.0	4.821784	1.42e-06	4.0	51997.0	4.0	45437.0	4.0
RA	UKB	rs59716545	ENSG00000204913	LRRC3C	17	38097727.0	38101000.0	38097727.0	-0.0666005137900282	19.0				65870.0	5.0	65870.0	5.0
RA	UKB	rs59716545	ENSG00000167914	GSDMA	17	38119226.0	38134019.0	38119226.0	-0.1438810548689344	25.0	3.175092	0.0015	11.0	87369.0	6.0	87369.0	6.0
RA	UKB	rs59716545	ENSG00000108344	PSMD3	17	38137050.0	38154213.0	38137050.0	0.2715833663989741	5.0	5.301926	1.15e-07	2.0	105193.0	7.0	105193.0	7.0
RA	UKB	rs59716545	ENSG00000108342	CSF3	17	38171614.0	38174066.0	38171614.0	0.10218283051056024	9.0	4.36826	1.25e-05	7.0	139757.0	9.0	139757.0	9.0
RA	UKB	rs59716545	ENSG00000008838	MED24	17	38175350.0	38217468.0	38217468.0	0.28767807559217146	4.0	1.08364	0.27899999999999997	19.0	185611.0	13.0	143493.0	10.0
RA	UKB	rs59716545	ENSG00000126351	THRA	17	38214543.0	38250120.0	38214543.0	-0.2474583947175969	29.0				182686.0	12.0	182686.0	14.0
RA	UKB	rs59716545	ENSG00000126368	NR1D1	17	38249040.0	38256978.0	38256978.0	-0.09584117159694296	22.0				225121.0	17.0	217183.0	18.0
RA	UKB	rs59716545	ENSG00000188895	MSL1	17	38278551.0	38293042.0	38278551.0	-0.028427613345246606	16.0	3.5945099999999996	0.000325	10.0	246694.0	19.0	246694.0	20.0
RA	UKB	rs59716545	ENSG00000108349	CASC3	17	38296571.0	38328436.0	38296571.0	0.06842777545956166	11.0	1.091793	0.275	18.0	264714.0	21.0	264714.0	21.0
RA	UKB	rs59716545	ENSG00000108352	RAPGEFL1	17	38333263.0	38351908.0	38333263.0	-0.04533019834033618	17.0	3.142384	0.00168	12.0	301406.0	23.0	301406.0	23.0
RA	UKB	rs59716545	ENSG00000171475	WIPF2	17	38375556.0	38440388.0	38375556.0	0.023259481906035454	12.0	-0.055975	0.955	22.0	343699.0	24.0	343699.0	25.0
RA	UKB	rs59716545	ENSG00000094804	CDC6	17	38443885.0	38459171.0	38443885.0	-0.0831029920441664	20.0	2.54682	0.0109	15.0	412028.0	25.0	412028.0	26.0
RA	UKB	rs59716545	ENSG00000131759	RARA	17	38465444.0	38513094.0	38465444.0	0.24979419900392544	6.0	-0.615876	0.5379999999999999	20.0	433587.0	28.0	433587.0	28.0
RA	UKB	rs59716545	ENSG00000183153	GJD3	17	38517235.0	38520067.0	38520067.0	-0.11916543980474945	23.0				488210.0	30.0	485378.0	30.0
RA	UKB	rs592390	ENSG00000176014	TUBB6	18	12307668.0	12344319.0	12307668.0	-0.07270528492503682	3.0	0.9356969999999999	0.349	7.0	514646.0	10.0	477995.0	10.0
RA	UKB	rs592390	ENSG00000141385	AFG3L2	18	12328943.0	12377313.0	12377313.0	-0.14122257621332274	6.0				445001.0	9.0	445001.0	9.0
RA	UKB	rs592390	ENSG00000141391	SLMO1	18	12407895.0	12432237.0	12407895.0	-0.08637373624149615	5.0	2.111338	0.0347	2.0	414419.0	8.0	390077.0	7.0
RA	UKB	rs592390	ENSG00000134278	SPIRE1	18	12446511.0	12658133.0	12658133.0	-0.15515330524724974	9.0	2.0626130000000003	0.0391	3.0	164181.0	5.0	164181.0	5.0
RA	UKB	rs592390	ENSG00000128789	PSMG2	18	12658737.0	12725739.0	12658737.0	-0.1482967827650718	7.0	0.970677	0.332	6.0	163577.0	4.0	96575.0	2.0
RA	UKB	rs592390	ENSG00000101624	CEP76	18	12661832.0	12702776.0	12702776.0	-0.14863202238406334	8.0	0.193608	0.846	9.0	119538.0	2.0	119538.0	3.0
RA	UKB	rs592390	ENSG00000175354	PTPN2	18	12785477.0	12929642.0	12929642.0	0.2257047885543832	1.0	4.3842940000000015	1.1599999999999999e-05	1.0	107328.0	1.0	0.0	1.0
RA	UKB	rs592390	ENSG00000085415	SEH1L	18	12947132.0	12987535.0	12947132.0	-0.17787667433200582	10.0	1.436693	0.151	4.0	124818.0	3.0	124818.0	4.0
RA	UKB	rs592390	ENSG00000101639	CEP192	18	12991361.0	13125051.0	12991361.0	-0.05983294647433157	2.0	0.736477	0.461	8.0	169047.0	6.0	169047.0	6.0
RA	UKB	rs592390	ENSG00000168675	LDLRAD4	18	13217497.0	13652754.0	13217497.0	-0.0807755930476133	4.0	1.128087	0.259	5.0	395183.0	7.0	395183.0	8.0
RA	UKB	rs74956615	ENSG00000127452	FBXL12	19	9920943.0	9938492.0	9938492.0	0.052111256932598285	16.0	0.79	0.429	25.0	489229.0	34.0	489229.0	34.0
RA	UKB	rs74956615	ENSG00000198258	UBL5	19	9938568.0	9940791.0	9938568.0	0.03628767913690733	18.0				489153.0	33.0	486930.0	33.0
RA	UKB	rs74956615	ENSG00000127445	PIN1	19	9945933.0	9960358.0	9945933.0	0.008407181955486594	22.0	-1.89	0.059	17.0	481788.0	32.0	467363.0	32.0
RA	UKB	rs74956615	ENSG00000105088	OLFM2	19	9964394.0	10047228.0	10047228.0	-0.2567491980721072	34.0	1.98	0.0482	16.0	380493.0	29.0	380493.0	29.0
RA	UKB	rs74956615	ENSG00000080573	COL5A3	19	10070237.0	10121147.0	10121147.0	0.20907216565453027	5.0	-0.17	0.865	30.0	306574.0	27.0	306574.0	27.0
RA	UKB	rs74956615	ENSG00000080511	RDH8	19	10123925.0	10132955.0	10123925.0	-0.15428843653984647	33.0	-0.23600000000000002	0.8140000000000001	29.0	303796.0	26.0	294766.0	26.0
RA	UKB	rs74956615	ENSG00000130813	C19orf66	19	10196798.0	10203928.0	10196798.0	0.13459867584272342	8.0	3.81	0.000138	5.0	230923.0	21.0	223793.0	20.0
RA	UKB	rs74956615	ENSG00000130812	ANGPTL6	19	10203014.0	10213472.0	10213472.0	-0.09824209926608876	30.0	1.24	0.215	21.0	214249.0	19.0	214249.0	19.0
RA	UKB	rs74956615	ENSG00000130810	PPAN	19	10216965.0	10225414.0	10216965.0	-0.06154520752572538	28.0	-2.32	0.0201	13.0	210756.0	18.0	202307.0	18.0
RA	UKB	rs74956615	ENSG00000244165	P2RY11	19	10222214.0	10226048.0	10222214.0	-0.08221606333037508	29.0	1.41	0.16	20.0	205507.0	17.0	201673.0	17.0
RA	UKB	rs74956615	ENSG00000130811	EIF3G	19	10225693.0	10230596.0	10230596.0	0.07496041453983061	12.0	0.254	0.8	28.0	197125.0	15.0	197125.0	16.0
RA	UKB	rs74956615	ENSG00000130816	DNMT1	19	10244021.0	10341962.0	10341962.0	0.06289925769271522	14.0	0.126	0.9	31.0	85759.0	10.0	85759.0	11.0
RA	UKB	rs74956615	ENSG00000267534	S1PR2	19	10334520.0	10341948.0	10341948.0	-0.018020482249352543	24.0	3.67	0.00023799999999999998	6.0	85773.0	11.0	85773.0	12.0
RA	UKB	rs74956615	ENSG00000105364	MRPL4	19	10362577.0	10370721.0	10362577.0	-0.12300518545878568	31.0	1.04	0.297	22.0	65144.0	9.0	57000.0	9.0
RA	UKB	rs74956615	ENSG00000090339	ICAM1	19	10381511.0	10397291.0	10381511.0	0.8737284750708239	1.0	4.48	7.42e-06	3.0	46210.0	7.0	30430.0	7.0
RA	UKB	rs74956615	ENSG00000105371	ICAM4	19	10397643.0	10399198.0	10397643.0	0.014738595498274594	21.0				30078.0	6.0	28523.0	6.0
RA	UKB	rs74956615	ENSG00000105376	ICAM5	19	10400657.0	10407454.0	10400657.0	-0.1427430088393101	32.0	3.97	7.070000000000001e-05	4.0	27064.0	5.0	20267.0	5.0
RA	UKB	rs74956615	ENSG00000220201	ZGLP1	19	10415479.0	10420556.0	10420556.0	-0.055728324346164065	27.0	5.49	3.96e-08	1.0	7165.0	2.0	7165.0	3.0
RA	UKB	rs74956615	ENSG00000267673	FDX1L	19	10416103.0	10426691.0	10426691.0	0.04457188657633344	17.0	3.4	0.000663	8.0	1030.0	1.0	1030.0	2.0
RA	UKB	rs74956615	ENSG00000161847	RAVER1	19	10426888.0	10444316.0	10444316.0	0.14000692483880292	7.0	4.56	5.02e-06	2.0	16595.0	3.0	0.0	1.0
RA	UKB	rs74956615	ENSG00000076662	ICAM3	19	10444452.0	10450499.0	10450499.0	0.09396445756874022	9.0	-1.87	0.0618	18.0	22778.0	4.0	16731.0	4.0
RA	UKB	rs74956615	ENSG00000105397	TYK2	19	10461209.0	10491352.0	10491352.0	0.6211237636352099	2.0	0.846	0.397	24.0	63631.0	8.0	33488.0	8.0
RA	UKB	rs74956615	ENSG00000105401	CDC37	19	10501810.0	10530797.0	10530797.0	0.3847086704565945	4.0	-3.58	0.00034700000000000003	7.0	103076.0	13.0	74089.0	10.0
RA	UKB	rs74956615	ENSG00000065989	PDE4A	19	10527449.0	10580305.0	10527449.0	0.05763681481570927	15.0	-0.366	0.7140000000000001	27.0	99728.0	12.0	99728.0	13.0
RA	UKB	rs74956615	ENSG00000079999	KEAP1	19	10596796.0	10614417.0	10614417.0	0.0769052807915145	11.0	0.978	0.32799999999999996	23.0	186696.0	14.0	169075.0	14.0
RA	UKB	rs74956615	ENSG00000180739	S1PR5	19	10623623.0	10628607.0	10628607.0	-0.053131332723676775	26.0	1.53	0.125	19.0	200886.0	16.0	195902.0	15.0
RA	UKB	rs74956615	ENSG00000130734	ATG4D	19	10654571.0	10664094.0	10654571.0	0.032704714244698445	19.0	2.08	0.038	15.0	226850.0	20.0	226850.0	21.0
RA	UKB	rs74956615	ENSG00000129347	KRI1	19	10663761.0	10676713.0	10676713.0	0.08069267922052392	10.0	2.77	0.00558	11.0	248992.0	22.0	236040.0	22.0
RA	UKB	rs74956615	ENSG00000129355	CDKN2D	19	10677138.0	10679735.0	10679735.0	0.002755328280341203	23.0	2.8	0.00509	10.0	252014.0	23.0	249417.0	23.0
RA	UKB	rs74956615	ENSG00000129354	AP1M2	19	10683347.0	10697991.0	10697991.0	0.07087423344893824	13.0	3.13	0.0017399999999999998	9.0	270270.0	24.0	255626.0	24.0
